[2026-02-24 14:50:53 GMT-05:00] | SCAN_START      | SYSTEM               | ---    | Agents: [M4_VOLUME_SPIKE], Tickers: 189
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | V1_THE_SNIPER        | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | M4_VOLUME_SPIKE      | ILMN   | Entry=$134.46, SL=$131.77, TP=$139.17
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | M4_VOLUME_SPIKE      | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S9_SWING_VOLUME_LEADER | ILMN   | Entry=$134.46, SL=$128.41, TP=$150.60
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S9_SWING_VOLUME_LEADER | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S2_SWING_BREAKOUT    | ILMN   | Entry=$134.46, SL=$129.08, TP=$150.60
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S2_SWING_BREAKOUT    | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | M3_RS_LEADER         | ILMN   | Entry=$134.46, SL=$131.10, TP=$141.18
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | M3_RS_LEADER         | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | I2_VWAP_PULLBACK     | ILMN   | Entry=$134.46, SL=$130.43, TP=$138.49
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | I2_VWAP_PULLBACK     | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | V2_VWAP_RETEST_PRO   | ILMN   | Entry=$134.46, SL=$130.43, TP=$146.56
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | V2_VWAP_RETEST_PRO   | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | M6_LOW_NOISE         | ILMN   | Entry=$134.46, SL=$131.77, TP=$140.91
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | M6_LOW_NOISE         | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | M3_TREND_LEADER      | ILMN   | Entry=$134.46, SL=$131.50, TP=$141.86
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | M3_TREND_LEADER      | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | I4_VOLUME_SURGE      | ILMN   | Entry=$134.46, SL=$130.43, TP=$139.84
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | I4_VOLUME_SURGE      | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | ILMN   | Entry=$134.46, SL=$128.93, TP=$152.42
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | I3_TREND_RIDER_GEN1  | ILMN   | Entry=$134.46, SL=$130.43, TP=$139.57
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | I3_TREND_RIDER_GEN1  | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S2_SWING_BREAKOUT_GEN1 | ILMN   | Entry=$134.46, SL=$128.62, TP=$150.56
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S2_SWING_BREAKOUT_GEN1 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | DISCORD_SENT    | S5_SWING_AGGRESSIVE_GEN1 | ILMN   | BUY_ALERT
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S5_SWING_AGGRESSIVE_GEN1 | ILMN   | Entry=$134.46, SL=$129.67, TP=$147.15
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S5_SWING_AGGRESSIVE_GEN1 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S10_SWING_TIGHT_RANGE_GEN1 | ILMN   | Entry=$134.46, SL=$129.78, TP=$149.33
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S10_SWING_TIGHT_RANGE_GEN1 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | M4_PULLBACK_GEN1     | ILMN   | Entry=$134.46, SL=$129.44, TP=$141.50
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | M4_PULLBACK_GEN1     | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | M5_MA_CROSS_GEN1     | ILMN   | Entry=$134.46, SL=$130.84, TP=$140.71
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | M5_MA_CROSS_GEN1     | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | M1_AGGRESSIVE_GEN1   | ILMN   | Entry=$134.46, SL=$131.19, TP=$139.96
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | M1_AGGRESSIVE_GEN1   | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | M2_CONSERVATIVE_GEN1 | ILMN   | Entry=$134.46, SL=$129.96, TP=$142.45
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | M2_CONSERVATIVE_GEN1 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | ILMN   | Entry=$134.46, SL=$128.68, TP=$146.50
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | I1_VWAP_BREAKOUT_GEN1 | ILMN   | Entry=$134.46, SL=$130.43, TP=$138.25
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | I1_VWAP_BREAKOUT_GEN1 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | I6_AGGRESSIVE_INTRADAY_GEN1 | ILMN   | Entry=$134.46, SL=$130.43, TP=$139.55
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | I6_AGGRESSIVE_INTRADAY_GEN1 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S9_SWING_VOLUME_LEADER_GEN1 | ILMN   | Entry=$134.46, SL=$125.72, TP=$153.28
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S9_SWING_VOLUME_LEADER_GEN1 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | V2_VWAP_RETEST_PRO_GEN1 | ILMN   | Entry=$134.46, SL=$130.43, TP=$146.56
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | V2_VWAP_RETEST_PRO_GEN1 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | I3_TREND_RIDER_GEN1_GEN2 | ILMN   | Entry=$134.46, SL=$130.43, TP=$137.60
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | I3_TREND_RIDER_GEN1_GEN2 | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | I3_TREND_RIDER       | ILMN   | Entry=$134.46, SL=$130.43, TP=$141.18
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | I3_TREND_RIDER       | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S10_SWING_TIGHT_RANGE | ILMN   | Entry=$134.46, SL=$129.75, TP=$147.91
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S10_SWING_TIGHT_RANGE | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | ILMN   | Entry=$134.46, SL=$127.74, TP=$154.63
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:45 GMT-05:00] | BUY_SIGNAL      | S5_SWING_AGGRESSIVE  | ILMN   | Entry=$134.46, SL=$129.75, TP=$147.91
[2026-02-28 03:51:45 GMT-05:00] | TRADE_EXECUTED  | S5_SWING_AGGRESSIVE  | ILMN   | BUY executed: 100 shares @ $134.46 = $13446.00
[2026-02-28 03:51:58 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | ALGN   | Entry=$190.10, SL=$182.28, TP=$215.49
[2026-02-28 03:51:58 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | ALGN   | BUY executed: 100 shares @ $190.10 = $19010.00
[2026-02-28 03:51:58 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | ALGN   | Entry=$190.10, SL=$181.94, TP=$207.12
[2026-02-28 03:51:58 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | ALGN   | BUY executed: 100 shares @ $190.10 = $19010.00
[2026-02-28 03:51:58 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | ALGN   | Entry=$190.10, SL=$180.60, TP=$218.61
[2026-02-28 03:51:58 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | ALGN   | BUY executed: 100 shares @ $190.10 = $19010.00
[2026-02-28 03:52:24 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | COO    | Entry=$83.67, SL=$80.08, TP=$91.16
[2026-02-28 03:52:24 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | COO    | BUY executed: 100 shares @ $83.67 = $8367.00
[2026-02-28 03:52:24 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | COO    | Entry=$83.67, SL=$79.49, TP=$96.22
[2026-02-28 03:52:24 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | COO    | BUY executed: 100 shares @ $83.67 = $8367.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND | HCA    | Entry=$529.70, SL=$508.51, TP=$582.67
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S1_STANDARD          | HCA    | Entry=$529.70, SL=$513.81, TP=$561.48
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S1_STANDARD          | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S2_TIGHT             | HCA    | Entry=$529.70, SL=$519.11, TP=$550.89
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S2_TIGHT             | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S9_SWING_VOLUME_LEADER | HCA    | Entry=$529.70, SL=$505.86, TP=$593.26
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S9_SWING_VOLUME_LEADER | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S2_SWING_BREAKOUT    | HCA    | Entry=$529.70, SL=$508.51, TP=$593.26
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S2_SWING_BREAKOUT    | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | HCA    | Entry=$529.70, SL=$507.91, TP=$600.46
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S2_SWING_BREAKOUT_GEN1 | HCA    | Entry=$529.70, SL=$506.70, TP=$593.13
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S2_SWING_BREAKOUT_GEN1 | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | DISCORD_SENT    | S5_SWING_AGGRESSIVE_GEN1 | HCA    | BUY_ALERT
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S5_SWING_AGGRESSIVE_GEN1 | HCA    | Entry=$529.70, SL=$510.82, TP=$579.70
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S5_SWING_AGGRESSIVE_GEN1 | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S10_SWING_TIGHT_RANGE_GEN1 | HCA    | Entry=$529.70, SL=$511.27, TP=$588.28
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S10_SWING_TIGHT_RANGE_GEN1 | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | HCA    | Entry=$529.70, SL=$506.95, TP=$577.13
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S9_SWING_VOLUME_LEADER_GEN1 | HCA    | Entry=$529.70, SL=$495.27, TP=$603.86
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S9_SWING_VOLUME_LEADER_GEN1 | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S10_SWING_TIGHT_RANGE | HCA    | Entry=$529.70, SL=$511.16, TP=$582.67
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S10_SWING_TIGHT_RANGE | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | HCA    | Entry=$529.70, SL=$503.22, TP=$609.16
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:52:37 GMT-05:00] | BUY_SIGNAL      | S5_SWING_AGGRESSIVE  | HCA    | Entry=$529.70, SL=$511.16, TP=$582.67
[2026-02-28 03:52:37 GMT-05:00] | TRADE_EXECUTED  | S5_SWING_AGGRESSIVE  | HCA    | BUY executed: 100 shares @ $529.70 = $52970.00
[2026-02-28 03:53:29 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | HOLX   | Entry=$75.36, SL=$72.26, TP=$85.43
[2026-02-28 03:53:29 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | HOLX   | BUY executed: 100 shares @ $75.36 = $7536.00
[2026-02-28 03:53:29 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | HOLX   | Entry=$75.36, SL=$72.12, TP=$82.11
[2026-02-28 03:53:29 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | HOLX   | BUY executed: 100 shares @ $75.36 = $7536.00
[2026-02-28 03:53:29 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | HOLX   | Entry=$75.36, SL=$71.59, TP=$86.66
[2026-02-28 03:53:29 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | HOLX   | BUY executed: 100 shares @ $75.36 = $7536.00
[2026-02-28 03:53:55 GMT-05:00] | BUY_SIGNAL      | S1_SWING_PULLBACK    | CRL    | Entry=$178.49, SL=$169.57, TP=$205.26
[2026-02-28 03:53:55 GMT-05:00] | TRADE_EXECUTED  | S1_SWING_PULLBACK    | CRL    | BUY executed: 100 shares @ $178.49 = $17849.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M4_PULLBACK          | UTHR   | Entry=$503.90, SL=$489.79, TP=$536.65
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M4_PULLBACK          | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M5_MA_CROSS          | UTHR   | Entry=$503.90, SL=$491.30, TP=$529.10
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M5_MA_CROSS          | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M1_AGGRESSIVE        | UTHR   | Entry=$503.90, SL=$493.82, TP=$524.06
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M1_AGGRESSIVE        | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | I1_VWAP_BREAKOUT     | UTHR   | Entry=$503.90, SL=$488.78, TP=$524.06
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | I1_VWAP_BREAKOUT     | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M2_CONSERVATIVE_V2   | UTHR   | Entry=$503.90, SL=$491.30, TP=$529.10
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M2_CONSERVATIVE_V2   | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M2_CONSERVATIVE      | UTHR   | Entry=$503.90, SL=$488.78, TP=$534.13
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M2_CONSERVATIVE      | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND | UTHR   | Entry=$503.90, SL=$483.74, TP=$554.29
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | I5_VWAP_RETEST       | UTHR   | Entry=$503.90, SL=$488.78, TP=$519.02
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | I5_VWAP_RETEST       | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | S1_STANDARD          | UTHR   | Entry=$503.90, SL=$488.78, TP=$534.13
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | S1_STANDARD          | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | S2_TIGHT             | UTHR   | Entry=$503.90, SL=$493.82, TP=$524.06
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | S2_TIGHT             | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | I6_AGGRESSIVE_INTRADAY | UTHR   | Entry=$503.90, SL=$488.78, TP=$529.10
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | I6_AGGRESSIVE_INTRADAY | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | V1_THE_SNIPER        | UTHR   | Entry=$503.90, SL=$486.26, TP=$556.81
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | V1_THE_SNIPER        | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M4_VOLUME_SPIKE      | UTHR   | Entry=$503.90, SL=$493.82, TP=$521.54
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M4_VOLUME_SPIKE      | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | S9_SWING_VOLUME_LEADER | UTHR   | Entry=$503.90, SL=$481.22, TP=$564.37
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | S9_SWING_VOLUME_LEADER | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | S2_SWING_BREAKOUT    | UTHR   | Entry=$503.90, SL=$483.74, TP=$564.37
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | S2_SWING_BREAKOUT    | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M3_RS_LEADER         | UTHR   | Entry=$503.90, SL=$491.30, TP=$529.10
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M3_RS_LEADER         | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | I2_VWAP_PULLBACK     | UTHR   | Entry=$503.90, SL=$488.78, TP=$519.02
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | I2_VWAP_PULLBACK     | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M6_LOW_NOISE         | UTHR   | Entry=$503.90, SL=$493.82, TP=$528.09
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M6_LOW_NOISE         | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M3_TREND_LEADER      | UTHR   | Entry=$503.90, SL=$492.81, TP=$531.61
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M3_TREND_LEADER      | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | I4_VOLUME_SURGE      | UTHR   | Entry=$503.90, SL=$488.78, TP=$524.06
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | I4_VOLUME_SURGE      | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | UTHR   | Entry=$503.90, SL=$483.17, TP=$571.21
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | S2_SWING_BREAKOUT_GEN1 | UTHR   | Entry=$503.90, SL=$482.02, TP=$564.24
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | S2_SWING_BREAKOUT_GEN1 | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | DISCORD_SENT    | S5_SWING_AGGRESSIVE_GEN1 | UTHR   | BUY_ALERT
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | S5_SWING_AGGRESSIVE_GEN1 | UTHR   | Entry=$503.90, SL=$485.94, TP=$551.47
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | S5_SWING_AGGRESSIVE_GEN1 | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | S10_SWING_TIGHT_RANGE_GEN1 | UTHR   | Entry=$503.90, SL=$486.37, TP=$559.62
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | S10_SWING_TIGHT_RANGE_GEN1 | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M4_PULLBACK_GEN1     | UTHR   | Entry=$503.90, SL=$485.07, TP=$530.28
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M4_PULLBACK_GEN1     | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M5_MA_CROSS_GEN1     | UTHR   | Entry=$503.90, SL=$490.34, TP=$527.34
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M5_MA_CROSS_GEN1     | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M1_AGGRESSIVE_GEN1   | UTHR   | Entry=$503.90, SL=$491.64, TP=$524.50
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M1_AGGRESSIVE_GEN1   | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | M2_CONSERVATIVE_GEN1 | UTHR   | Entry=$503.90, SL=$487.04, TP=$533.85
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | M2_CONSERVATIVE_GEN1 | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
[2026-02-28 03:54:21 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | UTHR   | Entry=$503.90, SL=$482.26, TP=$549.02
[2026-02-28 03:54:21 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | UTHR   | BUY executed: 100 shares @ $503.90 = $50390.00
